Country/Region,Province/State,Date,RecordsNo,Records,Lat,Long
Sudan,,1/22/20,0,Confirmed,12.8628,30.2176
Suriname,,1/22/20,0,Confirmed,3.9193,-56.0278
Sweden,,1/22/20,0,Confirmed,63,16
Switzerland,,1/22/20,0,Confirmed,46.8182,8.2275
Taiwan*,,1/22/20,1,Confirmed,23.7,121
Tanzania,,1/22/20,0,Confirmed,-6.369,34.8888
Thailand,,1/22/20,2,Confirmed,15,101
Togo,,1/22/20,0,Confirmed,8.6195,0.8248
Trinidad and Tobago,,1/22/20,0,Confirmed,10.6918,-61.2225
Tunisia,,1/22/20,0,Confirmed,34,9
Turkey,,1/22/20,0,Confirmed,38.9637,35.2433
Uganda,,1/22/20,0,Confirmed,1,32
Ukraine,,1/22/20,0,Confirmed,48.3794,31.1656
United Arab Emirates,,1/22/20,0,Confirmed,24,54
United Kingdom,Bermuda,1/22/20,0,Confirmed,32.3078,-64.7505
United Kingdom,Cayman Islands,1/22/20,0,Confirmed,19.3133,-81.2546
United Kingdom,Channel Islands,1/22/20,0,Confirmed,49.3723,-2.3644
United Kingdom,Gibraltar,1/22/20,0,Confirmed,36.1408,-5.3536
United Kingdom,Isle of Man,1/22/20,0,Confirmed,54.2361,-4.5481
United Kingdom,Montserrat,1/22/20,0,Confirmed,16.7425,-62.1874
United Kingdom,,1/22/20,0,Confirmed,55.3781,-3.436
Uruguay,,1/22/20,0,Confirmed,-32.5228,-55.7658
US,,1/22/20,1,Confirmed,37.0902,-95.7129
Uzbekistan,,1/22/20,0,Confirmed,41.3775,64.5853
Venezuela,,1/22/20,0,Confirmed,6.4238,-66.5897
Vietnam,,1/22/20,0,Confirmed,16,108
Zambia,,1/22/20,0,Confirmed,-15.4167,28.2833
Zimbabwe,,1/22/20,0,Confirmed,-20,30
Canada,Diamond Princess,1/22/20,0,Confirmed,0,0
Dominica,,1/22/20,0,Confirmed,15.415,-61.371
Grenada,,1/22/20,0,Confirmed,12.1165,-61.679
Mozambique,,1/22/20,0,Confirmed,-18.665695,35.529562
Syria,,1/22/20,0,Confirmed,34.802075,38.996815
Timor-Leste,,1/22/20,0,Confirmed,-8.874217,125.727539
Belize,,1/22/20,0,Confirmed,13.1939,-59.5432
Canada,Recovered,1/22/20,0,Confirmed,0,0
Laos,,1/22/20,0,Confirmed,19.85627,102.495496
Libya,,1/22/20,0,Confirmed,26.3351,17.228331
West Bank and Gaza,,1/22/20,0,Confirmed,31.9522,35.2332
Guinea-Bissau,,1/22/20,0,Confirmed,11.8037,-15.1804
Mali,,1/22/20,0,Confirmed,17.570692,-3.996166
Saint Kitts and Nevis,,1/22/20,0,Confirmed,17.357822,-62.782998
Canada,Northwest Territories,1/22/20,0,Confirmed,64.8255,-124.8457
Canada,Yukon,1/22/20,0,Confirmed,64.2823,-135
Kosovo,,1/22/20,0,Confirmed,42.602636,20.902977
Burma,,1/22/20,0,Confirmed,21.9162,95.956
United Kingdom,Anguilla,1/22/20,0,Confirmed,18.2206,-63.0686
United Kingdom,British Virgin Islands,1/22/20,0,Confirmed,18.4207,-64.64
United Kingdom,Turks and Caicos Islands,1/22/20,0,Confirmed,21.694,-71.7979
MS Zaandam,,1/22/20,0,Confirmed,0,0
Botswana,,1/22/20,0,Confirmed,-22.3285,24.6849
Burundi,,1/22/20,0,Confirmed,-3.3731,29.9189
Sierra Leone,,1/22/20,0,Confirmed,8.460555,-11.779889
Netherlands,"Bonaire, Sint Eustatius and Saba",1/22/20,0,Confirmed,12.1784,-68.2385
Malawi,,1/22/20,0,Confirmed,-13.254308,34.301525
United Kingdom,Falkland Islands (Malvinas),1/22/20,0,Confirmed,-51.7963,-59.5236
France,Saint Pierre and Miquelon,1/22/20,0,Confirmed,46.8852,-56.3159
South Sudan,,1/22/20,0,Confirmed,6.877,31.307
Western Sahara,,1/22/20,0,Confirmed,24.2155,-12.8858
Sao Tome and Principe,,1/22/20,0,Confirmed,0.18636,6.613081
Yemen,,1/22/20,0,Confirmed,15.552727,48.516388
Comoros,,1/22/20,0,Confirmed,-11.6455,43.3333
Tajikistan,,1/22/20,0,Confirmed,38.861034,71.276093
Afghanistan,,1/22/20,0,Deaths,33,65
Albania,,1/22/20,0,Deaths,41.1533,20.1683
Algeria,,1/22/20,0,Deaths,28.0339,1.6596
Andorra,,1/22/20,0,Deaths,42.5063,1.5218
Angola,,1/22/20,0,Deaths,-11.2027,17.8739
Antigua and Barbuda,,1/22/20,0,Deaths,17.0608,-61.7964
Argentina,,1/22/20,0,Deaths,-38.4161,-63.6167
Armenia,,1/22/20,0,Deaths,40.0691,45.0382
Australia,Australian Capital Territory,1/22/20,0,Deaths,-35.4735,149.0124
Australia,New South Wales,1/22/20,0,Deaths,-33.8688,151.2093
Australia,Northern Territory,1/22/20,0,Deaths,-12.4634,130.8456
Australia,Queensland,1/22/20,0,Deaths,-28.0167,153.4
Australia,South Australia,1/22/20,0,Deaths,-34.9285,138.6007
Australia,Tasmania,1/22/20,0,Deaths,-41.4545,145.9707
Australia,Victoria,1/22/20,0,Deaths,-37.8136,144.9631
Australia,Western Australia,1/22/20,0,Deaths,-31.9505,115.8605
Austria,,1/22/20,0,Deaths,47.5162,14.5501
Azerbaijan,,1/22/20,0,Deaths,40.1431,47.5769
Bahamas,,1/22/20,0,Deaths,25.0343,-77.3963
Bahrain,,1/22/20,0,Deaths,26.0275,50.55
Bangladesh,,1/22/20,0,Deaths,23.685,90.3563
Barbados,,1/22/20,0,Deaths,13.1939,-59.5432
Belarus,,1/22/20,0,Deaths,53.7098,27.9534
Belgium,,1/22/20,0,Deaths,50.8333,4
Benin,,1/22/20,0,Deaths,9.3077,2.3158
Bhutan,,1/22/20,0,Deaths,27.5142,90.4336
Bolivia,,1/22/20,0,Deaths,-16.2902,-63.5887
Bosnia and Herzegovina,,1/22/20,0,Deaths,43.9159,17.6791
Brazil,,1/22/20,0,Deaths,-14.235,-51.9253
Brunei,,1/22/20,0,Deaths,4.5353,114.7277
Bulgaria,,1/22/20,0,Deaths,42.7339,25.4858
Burkina Faso,,1/22/20,0,Deaths,12.2383,-1.5616
Cabo Verde,,1/22/20,0,Deaths,16.5388,-23.0418
Cambodia,,1/22/20,0,Deaths,11.55,104.9167
Cameroon,,1/22/20,0,Deaths,3.848,11.5021
Canada,Alberta,1/22/20,0,Deaths,53.9333,-116.5765
Canada,British Columbia,1/22/20,0,Deaths,49.2827,-123.1207
Canada,Grand Princess,1/22/20,0,Deaths,37.6489,-122.6655
Canada,Manitoba,1/22/20,0,Deaths,53.7609,-98.8139
Canada,New Brunswick,1/22/20,0,Deaths,46.5653,-66.4619
Canada,Newfoundland and Labrador,1/22/20,0,Deaths,53.1355,-57.6604
Canada,Nova Scotia,1/22/20,0,Deaths,44.682,-63.7443
Canada,Ontario,1/22/20,0,Deaths,51.2538,-85.3232
Canada,Prince Edward Island,1/22/20,0,Deaths,46.5107,-63.4168
Canada,Quebec,1/22/20,0,Deaths,52.9399,-73.5491
Canada,Saskatchewan,1/22/20,0,Deaths,52.9399,-106.4509
Central African Republic,,1/22/20,0,Deaths,6.6111,20.9394
Chad,,1/22/20,0,Deaths,15.4542,18.7322
Chile,,1/22/20,0,Deaths,-35.6751,-71.543
China,Anhui,1/22/20,0,Deaths,31.8257,117.2264
China,Beijing,1/22/20,0,Deaths,40.1824,116.4142
China,Chongqing,1/22/20,0,Deaths,30.0572,107.874
China,Fujian,1/22/20,0,Deaths,26.0789,117.9874
China,Gansu,1/22/20,0,Deaths,37.8099,101.0583
China,Guangdong,1/22/20,0,Deaths,23.3417,113.4244
China,Guangxi,1/22/20,0,Deaths,23.8298,108.7881
China,Guizhou,1/22/20,0,Deaths,26.8154,106.8748
China,Hainan,1/22/20,0,Deaths,19.1959,109.7453
China,Hebei,1/22/20,0,Deaths,39.549,116.1306
China,Heilongjiang,1/22/20,0,Deaths,47.862,127.7615
China,Henan,1/22/20,0,Deaths,33.882,113.614
China,Hong Kong,1/22/20,0,Deaths,22.3,114.2
China,Hubei,1/22/20,17,Deaths,30.9756,112.2707
China,Hunan,1/22/20,0,Deaths,27.6104,111.7088
China,Inner Mongolia,1/22/20,0,Deaths,44.0935,113.9448
China,Jiangsu,1/22/20,0,Deaths,32.9711,119.455
China,Jiangxi,1/22/20,0,Deaths,27.614,115.7221
China,Jilin,1/22/20,0,Deaths,43.6661,126.1923
China,Liaoning,1/22/20,0,Deaths,41.2956,122.6085
China,Macau,1/22/20,0,Deaths,22.1667,113.55
China,Ningxia,1/22/20,0,Deaths,37.2692,106.1655
China,Qinghai,1/22/20,0,Deaths,35.7452,95.9956
China,Shaanxi,1/22/20,0,Deaths,35.1917,108.8701
China,Shandong,1/22/20,0,Deaths,36.3427,118.1498
China,Shanghai,1/22/20,0,Deaths,31.202,121.4491
China,Shanxi,1/22/20,0,Deaths,37.5777,112.2922
China,Sichuan,1/22/20,0,Deaths,30.6171,102.7103
China,Tianjin,1/22/20,0,Deaths,39.3054,117.323
China,Tibet,1/22/20,0,Deaths,31.6927,88.0924
China,Xinjiang,1/22/20,0,Deaths,41.1129,85.2401
China,Yunnan,1/22/20,0,Deaths,24.974,101.487
China,Zhejiang,1/22/20,0,Deaths,29.1832,120.0934
Colombia,,1/22/20,0,Deaths,4.5709,-74.2973
Congo (Brazzaville),,1/22/20,0,Deaths,-4.0383,21.7587
Congo (Kinshasa),,1/22/20,0,Deaths,-4.0383,21.7587
Costa Rica,,1/22/20,0,Deaths,9.7489,-83.7534
Cote d'Ivoire,,1/22/20,0,Deaths,7.54,-5.5471
Croatia,,1/22/20,0,Deaths,45.1,15.2
Diamond Princess,,1/22/20,0,Deaths,0,0
Cuba,,1/22/20,0,Deaths,22,-80
Cyprus,,1/22/20,0,Deaths,35.1264,33.4299
Czechia,,1/22/20,0,Deaths,49.8175,15.473
Denmark,Faroe Islands,1/22/20,0,Deaths,61.8926,-6.9118
Denmark,Greenland,1/22/20,0,Deaths,71.7069,-42.6043
Denmark,,1/22/20,0,Deaths,56.2639,9.5018
Djibouti,,1/22/20,0,Deaths,11.8251,42.5903
Dominican Republic,,1/22/20,0,Deaths,18.7357,-70.1627
Ecuador,,1/22/20,0,Deaths,-1.8312,-78.1834
Egypt,,1/22/20,0,Deaths,26,30
El Salvador,,1/22/20,0,Deaths,13.7942,-88.8965
Equatorial Guinea,,1/22/20,0,Deaths,1.5,10
Eritrea,,1/22/20,0,Deaths,15.1794,39.7823
Estonia,,1/22/20,0,Deaths,58.5953,25.0136
Eswatini,,1/22/20,0,Deaths,-26.5225,31.4659
Ethiopia,,1/22/20,0,Deaths,9.145,40.4897
Fiji,,1/22/20,0,Deaths,-17.7134,178.065
Finland,,1/22/20,0,Deaths,64,26
France,French Guiana,1/22/20,0,Deaths,3.9339,-53.1258
France,French Polynesia,1/22/20,0,Deaths,-17.6797,149.4068
France,Guadeloupe,1/22/20,0,Deaths,16.25,-61.5833
France,Mayotte,1/22/20,0,Deaths,-12.8275,45.1662
France,New Caledonia,1/22/20,0,Deaths,-20.9043,165.618
France,Reunion,1/22/20,0,Deaths,-21.1351,55.2471
France,Saint Barthelemy,1/22/20,0,Deaths,17.9,-62.8333
France,St Martin,1/22/20,0,Deaths,18.0708,-63.0501
France,Martinique,1/22/20,0,Deaths,14.6415,-61.0242
France,,1/22/20,0,Deaths,46.2276,2.2137
Gabon,,1/22/20,0,Deaths,-0.8037,11.6094
Gambia,,1/22/20,0,Deaths,13.4432,-15.3101
Georgia,,1/22/20,0,Deaths,42.3154,43.3569
Germany,,1/22/20,0,Deaths,51,9
Ghana,,1/22/20,0,Deaths,7.9465,-1.0232
Greece,,1/22/20,0,Deaths,39.0742,21.8243
Guatemala,,1/22/20,0,Deaths,15.7835,-90.2308
Guinea,,1/22/20,0,Deaths,9.9456,-9.6966
Guyana,,1/22/20,0,Deaths,5,-58.75
Haiti,,1/22/20,0,Deaths,18.9712,-72.2852
Holy See,,1/22/20,0,Deaths,41.9029,12.4534
Honduras,,1/22/20,0,Deaths,15.2,-86.2419
Hungary,,1/22/20,0,Deaths,47.1625,19.5033
Iceland,,1/22/20,0,Deaths,64.9631,-19.0208
India,,1/22/20,0,Deaths,21,78
Indonesia,,1/22/20,0,Deaths,-0.7893,113.9213
Iran,,1/22/20,0,Deaths,32,53
Iraq,,1/22/20,0,Deaths,33,44
Ireland,,1/22/20,0,Deaths,53.1424,-7.6921
Israel,,1/22/20,0,Deaths,31,35
Italy,,1/22/20,0,Deaths,43,12
Jamaica,,1/22/20,0,Deaths,18.1096,-77.2975
Japan,,1/22/20,0,Deaths,36,138
Jordan,,1/22/20,0,Deaths,31.24,36.51
Kazakhstan,,1/22/20,0,Deaths,48.0196,66.9237
Kenya,,1/22/20,0,Deaths,-0.0236,37.9062
"Korea, South",,1/22/20,0,Deaths,36,128
Kuwait,,1/22/20,0,Deaths,29.5,47.75
Kyrgyzstan,,1/22/20,0,Deaths,41.2044,74.7661
Latvia,,1/22/20,0,Deaths,56.8796,24.6032
Lebanon,,1/22/20,0,Deaths,33.8547,35.8623
Liberia,,1/22/20,0,Deaths,6.4281,-9.4295
Liechtenstein,,1/22/20,0,Deaths,47.14,9.55
Lithuania,,1/22/20,0,Deaths,55.1694,23.8813
Luxembourg,,1/22/20,0,Deaths,49.8153,6.1296
Madagascar,,1/22/20,0,Deaths,-18.7669,46.8691
Malaysia,,1/22/20,0,Deaths,2.5,112.5
Maldives,,1/22/20,0,Deaths,3.2028,73.2207
Malta,,1/22/20,0,Deaths,35.9375,14.3754
Mauritania,,1/22/20,0,Deaths,21.0079,10.9408
Mauritius,,1/22/20,0,Deaths,-20.2,57.5
Mexico,,1/22/20,0,Deaths,23.6345,-102.5528
Moldova,,1/22/20,0,Deaths,47.4116,28.3699
Monaco,,1/22/20,0,Deaths,43.7333,7.4167
Mongolia,,1/22/20,0,Deaths,46.8625,103.8467
Montenegro,,1/22/20,0,Deaths,42.5,19.3
Morocco,,1/22/20,0,Deaths,31.7917,-7.0926
Namibia,,1/22/20,0,Deaths,-22.9576,18.4904
Nepal,,1/22/20,0,Deaths,28.1667,84.25
Netherlands,Aruba,1/22/20,0,Deaths,12.5186,-70.0358
Netherlands,Curacao,1/22/20,0,Deaths,12.1696,-68.99
Netherlands,Sint Maarten,1/22/20,0,Deaths,18.0425,-63.0548
Netherlands,,1/22/20,0,Deaths,52.1326,5.2913
New Zealand,,1/22/20,0,Deaths,-40.9006,174.886
Nicaragua,,1/22/20,0,Deaths,12.8654,-85.2072
Niger,,1/22/20,0,Deaths,17.6078,8.0817
Nigeria,,1/22/20,0,Deaths,9.082,8.6753
North Macedonia,,1/22/20,0,Deaths,41.6086,21.7453
Norway,,1/22/20,0,Deaths,60.472,8.4689
Oman,,1/22/20,0,Deaths,21,57
Pakistan,,1/22/20,0,Deaths,30.3753,69.3451
Panama,,1/22/20,0,Deaths,8.538,-80.7821
Papua New Guinea,,1/22/20,0,Deaths,-6.315,143.9555
Paraguay,,1/22/20,0,Deaths,-23.4425,-58.4438
Peru,,1/22/20,0,Deaths,-9.19,-75.0152
Philippines,,1/22/20,0,Deaths,13,122
Poland,,1/22/20,0,Deaths,51.9194,19.1451
Portugal,,1/22/20,0,Deaths,39.3999,-8.2245
Qatar,,1/22/20,0,Deaths,25.3548,51.1839
Romania,,1/22/20,0,Deaths,45.9432,24.9668
Russia,,1/22/20,0,Deaths,60,90
Rwanda,,1/22/20,0,Deaths,-1.9403,29.8739
Saint Lucia,,1/22/20,0,Deaths,13.9094,-60.9789
Saint Vincent and the Grenadines,,1/22/20,0,Deaths,12.9843,-61.2872
San Marino,,1/22/20,0,Deaths,43.9424,12.4578
Saudi Arabia,,1/22/20,0,Deaths,24,45
Senegal,,1/22/20,0,Deaths,14.4974,-14.4524
Serbia,,1/22/20,0,Deaths,44.0165,21.0059
Seychelles,,1/22/20,0,Deaths,-4.6796,55.492
Singapore,,1/22/20,0,Deaths,1.2833,103.8333
Slovakia,,1/22/20,0,Deaths,48.669,19.699
Slovenia,,1/22/20,0,Deaths,46.1512,14.9955
Somalia,,1/22/20,0,Deaths,5.1521,46.1996
South Africa,,1/22/20,0,Deaths,-30.5595,22.9375
Spain,,1/22/20,0,Deaths,40,-4
Sri Lanka,,1/22/20,0,Deaths,7,81
Sudan,,1/22/20,0,Deaths,12.8628,30.2176
Suriname,,1/22/20,0,Deaths,3.9193,-56.0278
Sweden,,1/22/20,0,Deaths,63,16
Switzerland,,1/22/20,0,Deaths,46.8182,8.2275
Taiwan*,,1/22/20,0,Deaths,23.7,121
Tanzania,,1/22/20,0,Deaths,-6.369,34.8888
Thailand,,1/22/20,0,Deaths,15,101
Togo,,1/22/20,0,Deaths,8.6195,0.8248
Trinidad and Tobago,,1/22/20,0,Deaths,10.6918,-61.2225
Tunisia,,1/22/20,0,Deaths,34,9
Turkey,,1/22/20,0,Deaths,38.9637,35.2433
Uganda,,1/22/20,0,Deaths,1,32
Ukraine,,1/22/20,0,Deaths,48.3794,31.1656
United Arab Emirates,,1/22/20,0,Deaths,24,54
United Kingdom,Bermuda,1/22/20,0,Deaths,32.3078,-64.7505
United Kingdom,Cayman Islands,1/22/20,0,Deaths,19.3133,-81.2546
United Kingdom,Channel Islands,1/22/20,0,Deaths,49.3723,-2.3644
United Kingdom,Gibraltar,1/22/20,0,Deaths,36.1408,-5.3536
United Kingdom,Isle of Man,1/22/20,0,Deaths,54.2361,-4.5481
United Kingdom,Montserrat,1/22/20,0,Deaths,16.7425,-62.1874
United Kingdom,,1/22/20,0,Deaths,55.3781,-3.436
Uruguay,,1/22/20,0,Deaths,-32.5228,-55.7658
US,,1/22/20,0,Deaths,37.0902,-95.7129
Uzbekistan,,1/22/20,0,Deaths,41.3775,64.5853
Venezuela,,1/22/20,0,Deaths,6.4238,-66.5897
Vietnam,,1/22/20,0,Deaths,16,108
Zambia,,1/22/20,0,Deaths,-15.4167,28.2833
Zimbabwe,,1/22/20,0,Deaths,-20,30
Canada,Diamond Princess,1/22/20,0,Deaths,0,0
Dominica,,1/22/20,0,Deaths,15.415,-61.371
Grenada,,1/22/20,0,Deaths,12.1165,-61.679
Mozambique,,1/22/20,0,Deaths,-18.665695,35.529562
Syria,,1/22/20,0,Deaths,34.802075,38.996815
Timor-Leste,,1/22/20,0,Deaths,-8.874217,125.727539
Belize,,1/22/20,0,Deaths,13.1939,-59.5432
Canada,Recovered,1/22/20,0,Deaths,0,0
Laos,,1/22/20,0,Deaths,19.85627,102.495496
Libya,,1/22/20,0,Deaths,26.3351,17.228331
West Bank and Gaza,,1/22/20,0,Deaths,31.9522,35.2332
Guinea-Bissau,,1/22/20,0,Deaths,11.8037,-15.1804
Mali,,1/22/20,0,Deaths,17.570692,-3.996166
Saint Kitts and Nevis,,1/22/20,0,Deaths,17.357822,-62.782998
Canada,Northwest Territories,1/22/20,0,Deaths,64.8255,-124.8457
Canada,Yukon,1/22/20,0,Deaths,64.2823,-135
Kosovo,,1/22/20,0,Deaths,42.602636,20.902977
Burma,,1/22/20,0,Deaths,21.9162,95.956
United Kingdom,Anguilla,1/22/20,0,Deaths,18.2206,-63.0686
United Kingdom,British Virgin Islands,1/22/20,0,Deaths,18.4207,-64.64
United Kingdom,Turks and Caicos Islands,1/22/20,0,Deaths,21.694,-71.7979
MS Zaandam,,1/22/20,0,Deaths,0,0
Botswana,,1/22/20,0,Deaths,-22.3285,24.6849
Burundi,,1/22/20,0,Deaths,-3.3731,29.9189
Sierra Leone,,1/22/20,0,Deaths,8.460555,-11.779889
Netherlands,"Bonaire, Sint Eustatius and Saba",1/22/20,0,Deaths,12.1784,-68.2385
Malawi,,1/22/20,0,Deaths,-13.254308,34.301525
United Kingdom,Falkland Islands (Malvinas),1/22/20,0,Deaths,-51.7963,-59.5236
France,Saint Pierre and Miquelon,1/22/20,0,Deaths,46.8852,-56.3159
South Sudan,,1/22/20,0,Deaths,6.877,31.307
Western Sahara,,1/22/20,0,Deaths,24.2155,-12.8858
Sao Tome and Principe,,1/22/20,0,Deaths,0.18636,6.613081
Yemen,,1/22/20,0,Deaths,15.552727,48.516388
Comoros,,1/22/20,0,Deaths,-11.6455,43.3333
Tajikistan,,1/22/20,0,Deaths,38.861034,71.276093
Afghanistan,,1/23/20,0,Recovered,33,65
Albania,,1/23/20,0,Recovered,41.1533,20.1683
Algeria,,1/23/20,0,Recovered,28.0339,1.6596
Andorra,,1/23/20,0,Recovered,42.5063,1.5218
Angola,,1/23/20,0,Recovered,-11.2027,17.8739
Antigua and Barbuda,,1/23/20,0,Recovered,17.0608,-61.7964
Argentina,,1/23/20,0,Recovered,-38.4161,-63.6167
Armenia,,1/23/20,0,Recovered,40.0691,45.0382
Australia,Australian Capital Territory,1/23/20,0,Recovered,-35.4735,149.0124
Australia,New South Wales,1/23/20,0,Recovered,-33.8688,151.2093
Australia,Northern Territory,1/23/20,0,Recovered,-12.4634,130.8456
Australia,Queensland,1/23/20,0,Recovered,-28.0167,153.4
Australia,South Australia,1/23/20,0,Recovered,-34.9285,138.6007
Australia,Tasmania,1/23/20,0,Recovered,-41.4545,145.9707
Australia,Victoria,1/23/20,0,Recovered,-37.8136,144.9631
Australia,Western Australia,1/23/20,0,Recovered,-31.9505,115.8605
Austria,,1/23/20,0,Recovered,47.5162,14.5501
Azerbaijan,,1/23/20,0,Recovered,40.1431,47.5769
Bahamas,,1/23/20,0,Recovered,25.0343,-77.3963
Bahrain,,1/23/20,0,Recovered,26.0275,50.55
Bangladesh,,1/23/20,0,Recovered,23.685,90.3563
Barbados,,1/23/20,0,Recovered,13.1939,-59.5432
Belarus,,1/23/20,0,Recovered,53.7098,27.9534
Belgium,,1/23/20,0,Recovered,50.8333,4
Belize,,1/23/20,0,Recovered,13.1939,-59.5432
Benin,,1/23/20,0,Recovered,9.3077,2.3158
Bhutan,,1/23/20,0,Recovered,27.5142,90.4336
Bolivia,,1/23/20,0,Recovered,-16.2902,-63.5887
Bosnia and Herzegovina,,1/23/20,0,Recovered,43.9159,17.6791
Brazil,,1/23/20,0,Recovered,-14.235,-51.9253
Brunei,,1/23/20,0,Recovered,4.5353,114.7277
Bulgaria,,1/23/20,0,Recovered,42.7339,25.4858
Burkina Faso,,1/23/20,0,Recovered,12.2383,-1.5616
Cabo Verde,,1/23/20,0,Recovered,16.5388,-23.0418
Cambodia,,1/23/20,0,Recovered,11.55,104.9167
Cameroon,,1/23/20,0,Recovered,3.848,11.5021
Canada,,1/23/20,0,Recovered,56.1304,-106.3468
Central African Republic,,1/23/20,0,Recovered,6.6111,20.9394
Chad,,1/23/20,0,Recovered,15.4542,18.7322
Chile,,1/23/20,0,Recovered,-35.6751,-71.543
China,Anhui,1/23/20,0,Recovered,31.8257,117.2264
China,Beijing,1/23/20,0,Recovered,40.1824,116.4142
China,Chongqing,1/23/20,0,Recovered,30.0572,107.874
China,Fujian,1/23/20,0,Recovered,26.0789,117.9874
China,Gansu,1/23/20,0,Recovered,37.8099,101.0583
China,Guangdong,1/23/20,2,Recovered,23.3417,113.4244
China,Guangxi,1/23/20,0,Recovered,23.8298,108.7881
China,Guizhou,1/23/20,0,Recovered,26.8154,106.8748
China,Hainan,1/23/20,0,Recovered,19.1959,109.7453
China,Hebei,1/23/20,0,Recovered,39.549,116.1306
China,Heilongjiang,1/23/20,0,Recovered,47.862,127.7615
China,Henan,1/23/20,0,Recovered,33.882,113.614
China,Hong Kong,1/23/20,0,Recovered,22.3,114.2
China,Hubei,1/23/20,28,Recovered,30.9756,112.2707
China,Hunan,1/23/20,0,Recovered,27.6104,111.7088
China,Inner Mongolia,1/23/20,0,Recovered,44.0935,113.9448
China,Jiangsu,1/23/20,0,Recovered,32.9711,119.455
China,Jiangxi,1/23/20,0,Recovered,27.614,115.7221
China,Jilin,1/23/20,0,Recovered,43.6661,126.1923
China,Liaoning,1/23/20,0,Recovered,41.2956,122.6085
China,Macau,1/23/20,0,Recovered,22.1667,113.55
China,Ningxia,1/23/20,0,Recovered,37.2692,106.1655
China,Qinghai,1/23/20,0,Recovered,35.7452,95.9956
China,Shaanxi,1/23/20,0,Recovered,35.1917,108.8701
China,Shandong,1/23/20,0,Recovered,36.3427,118.1498
China,Shanghai,1/23/20,0,Recovered,31.202,121.4491
China,Shanxi,1/23/20,0,Recovered,37.5777,112.2922
China,Sichuan,1/23/20,0,Recovered,30.6171,102.7103
China,Tianjin,1/23/20,0,Recovered,39.3054,117.323
China,Tibet,1/23/20,0,Recovered,31.6927,88.0924
China,Xinjiang,1/23/20,0,Recovered,41.1129,85.2401
China,Yunnan,1/23/20,0,Recovered,24.974,101.487
China,Zhejiang,1/23/20,0,Recovered,29.1832,120.0934
Colombia,,1/23/20,0,Recovered,4.5709,-74.2973
Congo (Brazzaville),,1/23/20,0,Recovered,-4.0383,21.7587
Congo (Kinshasa),,1/23/20,0,Recovered,-4.0383,21.7587
Costa Rica,,1/23/20,0,Recovered,9.7489,-83.7534
Cote d'Ivoire,,1/23/20,0,Recovered,7.54,-5.5471
Croatia,,1/23/20,0,Recovered,45.1,15.2
Diamond Princess,,1/23/20,0,Recovered,0,0
Cuba,,1/23/20,0,Recovered,22,-80
Cyprus,,1/23/20,0,Recovered,35.1264,33.4299
Czechia,,1/23/20,0,Recovered,49.8175,15.473
Denmark,Faroe Islands,1/23/20,0,Recovered,61.8926,-6.9118
Denmark,Greenland,1/23/20,0,Recovered,71.7069,-42.6043
Denmark,,1/23/20,0,Recovered,56.2639,9.5018
Djibouti,,1/23/20,0,Recovered,11.8251,42.5903
Dominica,,1/23/20,0,Recovered,15.415,-61.371
Dominican Republic,,1/23/20,0,Recovered,18.7357,-70.1627
Ecuador,,1/23/20,0,Recovered,-1.8312,-78.1834
Egypt,,1/23/20,0,Recovered,26,30
El Salvador,,1/23/20,0,Recovered,13.7942,-88.8965
Equatorial Guinea,,1/23/20,0,Recovered,1.5,10
Eritrea,,1/23/20,0,Recovered,15.1794,39.7823
Estonia,,1/23/20,0,Recovered,58.5953,25.0136
Eswatini,,1/23/20,0,Recovered,-26.5225,31.4659
Ethiopia,,1/23/20,0,Recovered,9.145,40.4897
Fiji,,1/23/20,0,Recovered,-17.7134,178.065
Finland,,1/23/20,0,Recovered,64,26
France,French Guiana,1/23/20,0,Recovered,3.9339,-53.1258
France,French Polynesia,1/23/20,0,Recovered,-17.6797,149.4068
France,Guadeloupe,1/23/20,0,Recovered,16.25,-61.5833
France,Martinique,1/23/20,0,Recovered,14.6415,-61.0242
France,Mayotte,1/23/20,0,Recovered,-12.8275,45.1662
France,New Caledonia,1/23/20,0,Recovered,-20.9043,165.618
France,Reunion,1/23/20,0,Recovered,-21.1351,55.2471
France,Saint Barthelemy,1/23/20,0,Recovered,17.9,-62.8333
France,St Martin,1/23/20,0,Recovered,18.0708,-63.0501
France,,1/23/20,0,Recovered,46.2276,2.2137
Gabon,,1/23/20,0,Recovered,-0.8037,11.6094
Gambia,,1/23/20,0,Recovered,13.4432,-15.3101
Georgia,,1/23/20,0,Recovered,42.3154,43.3569
Germany,,1/23/20,0,Recovered,51,9
Ghana,,1/23/20,0,Recovered,7.9465,-1.0232
Grenada,,1/23/20,0,Recovered,12.1165,-61.679
Greece,,1/23/20,0,Recovered,39.0742,21.8243
Guatemala,,1/23/20,0,Recovered,15.7835,-90.2308
Guinea,,1/23/20,0,Recovered,9.9456,-9.6966
Guinea-Bissau,,1/23/20,0,Recovered,11.8037,-15.1804
Guyana,,1/23/20,0,Recovered,5,-58.75
Haiti,,1/23/20,0,Recovered,18.9712,-72.2852
Holy See,,1/23/20,0,Recovered,41.9029,12.4534
Honduras,,1/23/20,0,Recovered,15.2,-86.2419
Hungary,,1/23/20,0,Recovered,47.1625,19.5033
Iceland,,1/23/20,0,Recovered,64.9631,-19.0208
